,segment,label,segment_path,original_path,segment_duration_s,segment_rel_start_ms,fold
5987,905e30bc-c44f-45d3-9858-6bdfa1f43c9d.wav,5,/home/katie/buowset1.1/905e30bc-c44f-45d3-9858-6bdfa1f43c9d.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,10416000.0,4
5988,0edcc0a0-4c95-4a66-a589-b3ff11859b06.wav,5,/home/katie/buowset1.1/0edcc0a0-4c95-4a66-a589-b3ff11859b06.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,14567000.0,4
5989,cbf6d206-c507-4d52-98cc-0350a62a6c17.wav,5,/home/katie/buowset1.1/cbf6d206-c507-4d52-98cc-0350a62a6c17.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,24465000.0,4
5990,d135dcb8-bfc8-4355-aa46-70c0a7ff2896.wav,5,/home/katie/buowset1.1/d135dcb8-bfc8-4355-aa46-70c0a7ff2896.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,9870000.0,4
5991,a0c20a75-bdc6-44f7-a4ee-ebf02f43fbf3.wav,5,/home/katie/buowset1.1/a0c20a75-bdc6-44f7-a4ee-ebf02f43fbf3.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,27243000.0,4
5992,abe5737e-8ebf-4fde-b897-373bdd73f23b.wav,5,/home/katie/buowset1.1/abe5737e-8ebf-4fde-b897-373bdd73f23b.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,26002000.0,4
5993,0d895d1e-7991-448a-9e67-e940a6f3df79.wav,5,/home/katie/buowset1.1/0d895d1e-7991-448a-9e67-e940a6f3df79.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,19199000.0,4
5994,9dd093a2-5876-4cc3-b6d4-cc45b1cf5784.wav,5,/home/katie/buowset1.1/9dd093a2-5876-4cc3-b6d4-cc45b1cf5784.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,22481000.0,4
5995,d2218309-8e8d-443a-b44d-9860be218deb.wav,5,/home/katie/buowset1.1/d2218309-8e8d-443a-b44d-9860be218deb.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,14797000.0,4
5996,88fd8643-a606-4582-abd7-db21564b9395.wav,5,/home/katie/buowset1.1/88fd8643-a606-4582-abd7-db21564b9395.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,24437000.0,4
5997,8dc18719-53c0-489f-9c32-43e6663ed46d.wav,5,/home/katie/buowset1.1/8dc18719-53c0-489f-9c32-43e6663ed46d.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,20322000.0,4
5998,ee1aec30-5e3a-46e2-a933-f1c731da70de.wav,5,/home/katie/buowset1.1/ee1aec30-5e3a-46e2-a933-f1c731da70de.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,15860000.0,4
5999,49201114-0e68-4f2f-80b4-211eeb0e49d3.wav,5,/home/katie/buowset1.1/49201114-0e68-4f2f-80b4-211eeb0e49d3.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,16319000.0,4
6000,0b96f5b5-51fe-47b8-a740-158b54c0aa79.wav,5,/home/katie/buowset1.1/0b96f5b5-51fe-47b8-a740-158b54c0aa79.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,21900000.0,4
6001,16bda3c8-2456-4433-9c04-4995ef56e1e4.wav,5,/home/katie/buowset1.1/16bda3c8-2456-4433-9c04-4995ef56e1e4.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,8362000.0,4
6002,d314358d-e63b-48b3-a78f-6db1c46c950a.wav,5,/home/katie/buowset1.1/d314358d-e63b-48b3-a78f-6db1c46c950a.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,7258000.0,4
6003,bc2eb228-157e-4c7c-a2ab-fe129c7ace97.wav,5,/home/katie/buowset1.1/bc2eb228-157e-4c7c-a2ab-fe129c7ace97.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,16946000.0,4
6004,8a260b81-f691-45ff-b7d5-c4fcc8793df7.wav,5,/home/katie/buowset1.1/8a260b81-f691-45ff-b7d5-c4fcc8793df7.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,9660000.0,4
6005,18399a2c-95dd-449a-a289-81b7666eb6fb.wav,5,/home/katie/buowset1.1/18399a2c-95dd-449a-a289-81b7666eb6fb.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,33296000.0,4
6006,a23dc0c2-de56-4827-bc20-bc4fbdb3b2eb.wav,5,/home/katie/buowset1.1/a23dc0c2-de56-4827-bc20-bc4fbdb3b2eb.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,7202000.0,4
6007,7d1d4ede-4645-4b25-a90f-a95f2456f324.wav,5,/home/katie/buowset1.1/7d1d4ede-4645-4b25-a90f-a95f2456f324.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,1361000.0,4
6008,a39010f1-bb55-44ee-81f7-297cfc0bfe46.wav,5,/home/katie/buowset1.1/a39010f1-bb55-44ee-81f7-297cfc0bfe46.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,32692000.0,4
6009,36b7cb56-4e56-4bc6-a8fc-3a0f927eaf9d.wav,5,/home/katie/buowset1.1/36b7cb56-4e56-4bc6-a8fc-3a0f927eaf9d.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,8849000.0,4
6010,f4f5c2b9-10d0-4348-b81d-7268de0ac20a.wav,5,/home/katie/buowset1.1/f4f5c2b9-10d0-4348-b81d-7268de0ac20a.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,3014000.0,4
6011,356a100f-0e3f-4b3c-8ef7-0543ad081517.wav,5,/home/katie/buowset1.1/356a100f-0e3f-4b3c-8ef7-0543ad081517.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,20468000.0,4
6012,92a7d464-22c6-4248-94b4-c86a61e62062.wav,5,/home/katie/buowset1.1/92a7d464-22c6-4248-94b4-c86a61e62062.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,9884000.0,4
6013,1bb078b3-d707-4eba-8162-6b2d63bafdab.wav,5,/home/katie/buowset1.1/1bb078b3-d707-4eba-8162-6b2d63bafdab.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,5456000.0,4
6014,72c2bc9a-8cc6-40a3-b1c2-63b3cb0559e5.wav,5,/home/katie/buowset1.1/72c2bc9a-8cc6-40a3-b1c2-63b3cb0559e5.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,3321000.0,4
6015,6b2449ed-25bd-45e5-910c-ee803308983b.wav,5,/home/katie/buowset1.1/6b2449ed-25bd-45e5-910c-ee803308983b.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,23182000.0,4
6016,7e95dece-ddb6-401d-b930-31658d8cd863.wav,5,/home/katie/buowset1.1/7e95dece-ddb6-401d-b930-31658d8cd863.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,7542000.0,4
6017,8f1237ba-4f8d-402f-8cc1-954ad6fa3dd1.wav,5,/home/katie/buowset1.1/8f1237ba-4f8d-402f-8cc1-954ad6fa3dd1.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,25249000.0,4
6018,c04cd3b0-d8a4-497c-8e4f-6b82924eaea1.wav,5,/home/katie/buowset1.1/c04cd3b0-d8a4-497c-8e4f-6b82924eaea1.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,5236000.0,4
6019,a63b6610-6747-42e1-866d-9765137aba11.wav,5,/home/katie/buowset1.1/a63b6610-6747-42e1-866d-9765137aba11.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,27695000.0,4
6020,38adb325-0872-4922-b14a-cfc3fc84c37c.wav,5,/home/katie/buowset1.1/38adb325-0872-4922-b14a-cfc3fc84c37c.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,26319000.0,4
6021,bd97a958-82b5-4205-973e-178dca45bd11.wav,5,/home/katie/buowset1.1/bd97a958-82b5-4205-973e-178dca45bd11.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,26820000.0,4
6022,71007f37-5dce-4250-9e2f-ad9b1724e58a.wav,5,/home/katie/buowset1.1/71007f37-5dce-4250-9e2f-ad9b1724e58a.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,7136000.0,4
6023,b2d1ed07-b04a-42ea-97b3-a5740ae4fc9d.wav,5,/home/katie/buowset1.1/b2d1ed07-b04a-42ea-97b3-a5740ae4fc9d.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,12108000.0,4
6024,03b92a76-4b1e-4c1c-9126-8eac3a0fe52c.wav,5,/home/katie/buowset1.1/03b92a76-4b1e-4c1c-9126-8eac3a0fe52c.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180224_195428.wav,3.0,21164000.0,4
6025,b2c74c3a-9981-4853-8d44-48e80c14369d.wav,3,/home/katie/buowset1.1/b2c74c3a-9981-4853-8d44-48e80c14369d.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.345,7196716.0,4
6026,0650d315-8211-4807-b51a-519f798004b9.wav,0,/home/katie/buowset1.1/0650d315-8211-4807-b51a-519f798004b9.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,1.211,3029836.0,4
6027,6237acf6-3ccf-40ca-8b35-31ff2cace558.wav,0,/home/katie/buowset1.1/6237acf6-3ccf-40ca-8b35-31ff2cace558.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,1.503,12105243.0,4
6028,1b8d6c68-4130-4b10-96bb-5af983c493e4.wav,0,/home/katie/buowset1.1/1b8d6c68-4130-4b10-96bb-5af983c493e4.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.393,16335613.0,4
6029,fbc19fe0-b986-4da0-8dc8-654ff4a8357c.wav,0,/home/katie/buowset1.1/fbc19fe0-b986-4da0-8dc8-654ff4a8357c.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.733,16148151.0,4
6030,0ac96358-b19c-4cab-841c-3fa42381727f.wav,0,/home/katie/buowset1.1/0ac96358-b19c-4cab-841c-3fa42381727f.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,1.201,1873134.0,4
6031,53deb4ef-ed38-494f-96a5-c1807bfc2efd.wav,0,/home/katie/buowset1.1/53deb4ef-ed38-494f-96a5-c1807bfc2efd.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,2.247,14028612.0,4
6032,3abac872-1a51-4605-8dcb-c6fb8ca2ea78.wav,0,/home/katie/buowset1.1/3abac872-1a51-4605-8dcb-c6fb8ca2ea78.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.324,15855108.0,4
6033,4b56a26c-5895-4c18-8103-cc4e0a17ee84.wav,0,/home/katie/buowset1.1/4b56a26c-5895-4c18-8103-cc4e0a17ee84.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.382,16333021.0,4
6034,2e8f5700-4d80-45c6-9378-431050dedaa2.wav,0,/home/katie/buowset1.1/2e8f5700-4d80-45c6-9378-431050dedaa2.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,1.849,13115866.0,4
6035,e06c77fc-3a80-41b2-a046-7f1d0ffc8f94.wav,0,/home/katie/buowset1.1/e06c77fc-3a80-41b2-a046-7f1d0ffc8f94.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.329,12107113.0,4
6036,8a661b73-5e52-422a-afd9-4d7697ed05d0.wav,0,/home/katie/buowset1.1/8a661b73-5e52-422a-afd9-4d7697ed05d0.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,1.78,18521797.0,4
6037,18b225d3-bd6f-4bbf-a852-0183740576c8.wav,0,/home/katie/buowset1.1/18b225d3-bd6f-4bbf-a852-0183740576c8.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.356,13118502.0,4
6038,26fc9a14-5978-4b81-be63-0be846108675.wav,0,/home/katie/buowset1.1/26fc9a14-5978-4b81-be63-0be846108675.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.377,7704299.0,4
6039,5f4deb46-b2be-4fb3-a297-08bd2b876865.wav,0,/home/katie/buowset1.1/5f4deb46-b2be-4fb3-a297-08bd2b876865.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.367,13125812.0,4
6040,e8d3e62e-8dc2-4af0-9e31-559f4a826482.wav,0,/home/katie/buowset1.1/e8d3e62e-8dc2-4af0-9e31-559f4a826482.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,1.604,2878599.0,4
6041,501a4a5f-d0a1-4718-8da8-0a0eea143d8f.wav,0,/home/katie/buowset1.1/501a4a5f-d0a1-4718-8da8-0a0eea143d8f.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.568,3102043.0,4
6042,9bbe7bec-76df-4cee-a4c8-fcaa5b601c05.wav,0,/home/katie/buowset1.1/9bbe7bec-76df-4cee-a4c8-fcaa5b601c05.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,1.004,12065309.0,4
6043,23d9d69a-b8c6-45d5-a1e7-1d7f3d06e6ef.wav,0,/home/katie/buowset1.1/23d9d69a-b8c6-45d5-a1e7-1d7f3d06e6ef.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,2.364,8694990.0,4
6044,e341e2ba-52fc-420e-b750-7c1f839c86e8.wav,0,/home/katie/buowset1.1/e341e2ba-52fc-420e-b750-7c1f839c86e8.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.329,3103860.0,4
6045,220ffd88-ca33-4a94-9e67-2cba697049ff.wav,0,/home/katie/buowset1.1/220ffd88-ca33-4a94-9e67-2cba697049ff.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.568,1871897.0,4
6046,72cd5f79-0d33-4a18-8e2f-8df0392916c8.wav,0,/home/katie/buowset1.1/72cd5f79-0d33-4a18-8e2f-8df0392916c8.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.356,1883382.0,4
6047,6676ccc0-ba52-44fc-af79-b12c22c45d3e.wav,0,/home/katie/buowset1.1/6676ccc0-ba52-44fc-af79-b12c22c45d3e.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.951,3104837.0,4
6048,74bfa9f0-5820-49dd-bddb-b1df1c4e1966.wav,0,/home/katie/buowset1.1/74bfa9f0-5820-49dd-bddb-b1df1c4e1966.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.282,5373461.0,4
6049,b46d4c1e-218d-4c4a-86c1-7300fdde9b61.wav,0,/home/katie/buowset1.1/b46d4c1e-218d-4c4a-86c1-7300fdde9b61.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.398,16287354.0,4
6050,fd34dfb6-f6ab-4b21-87da-80a8791d4402.wav,0,/home/katie/buowset1.1/fd34dfb6-f6ab-4b21-87da-80a8791d4402.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.356,16143795.0,4
6051,59397b64-5822-4b98-8631-915748794ace.wav,0,/home/katie/buowset1.1/59397b64-5822-4b98-8631-915748794ace.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.335,16509368.999999998,4
6052,d0d7bb50-3d92-45ee-b093-c22bd911b78b.wav,0,/home/katie/buowset1.1/d0d7bb50-3d92-45ee-b093-c22bd911b78b.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.372,13115134.0,4
6053,0a12d2df-2ce4-4931-bf0a-7c7241fda34a.wav,1,/home/katie/buowset1.1/0a12d2df-2ce4-4931-bf0a-7c7241fda34a.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,5.429,1893449.0,4
6054,c262e95d-cf56-4255-a5e5-ce7b9a8a3e6d.wav,1,/home/katie/buowset1.1/c262e95d-cf56-4255-a5e5-ce7b9a8a3e6d.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,1.312,8228016.0,4
6055,f1609852-2767-4c8c-a9e0-5e41fa8a503f.wav,1,/home/katie/buowset1.1/f1609852-2767-4c8c-a9e0-5e41fa8a503f.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,1.291,2706209.0,4
6056,2521cd0d-22a7-4cfb-a447-cd2a1bdbf22c.wav,1,/home/katie/buowset1.1/2521cd0d-22a7-4cfb-a447-cd2a1bdbf22c.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.473,6924068.0,4
6057,71758090-2a23-4b47-8e14-e58a07270ec8.wav,1,/home/katie/buowset1.1/71758090-2a23-4b47-8e14-e58a07270ec8.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.276,13916604.0,4
6058,89ce35f1-a006-48c4-a557-535b24293ca3.wav,1,/home/katie/buowset1.1/89ce35f1-a006-48c4-a557-535b24293ca3.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.398,7806735.0,4
6059,33c0419a-3da6-4730-9c82-370bbeeabbfb.wav,1,/home/katie/buowset1.1/33c0419a-3da6-4730-9c82-370bbeeabbfb.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,1.774,18519477.0,4
6060,4db7c1f9-008a-4cde-aae4-e0129ee0d9d1.wav,1,/home/katie/buowset1.1/4db7c1f9-008a-4cde-aae4-e0129ee0d9d1.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,1.928,1869448.0,4
6061,e7019c8f-e1b3-4d0d-a54f-2a05168e5254.wav,1,/home/katie/buowset1.1/e7019c8f-e1b3-4d0d-a54f-2a05168e5254.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.701,16488273.000000002,4
6062,92e2a625-2cef-453e-9794-247d13f7e1a0.wav,1,/home/katie/buowset1.1/92e2a625-2cef-453e-9794-247d13f7e1a0.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.287,6920041.0,4
6063,e8653c57-182c-4d5c-9114-b2d79fd97e3e.wav,1,/home/katie/buowset1.1/e8653c57-182c-4d5c-9114-b2d79fd97e3e.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.34,18579348.0,4
6064,5973a53c-f9c8-46f0-953d-0467a247f3cc.wav,1,/home/katie/buowset1.1/5973a53c-f9c8-46f0-953d-0467a247f3cc.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.584,2877659.0,4
6065,b47c7469-56ba-4e79-9339-da26138d99e2.wav,1,/home/katie/buowset1.1/b47c7469-56ba-4e79-9339-da26138d99e2.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.393,10540611.0,4
6066,6a6f343a-2ff1-4e28-8b2f-1bbc8f25603c.wav,1,/home/katie/buowset1.1/6a6f343a-2ff1-4e28-8b2f-1bbc8f25603c.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.329,10143683.0,4
6067,d774d2f2-0e46-4055-85e9-abd481f55edc.wav,1,/home/katie/buowset1.1/d774d2f2-0e46-4055-85e9-abd481f55edc.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.26,6931176.0,4
6068,7a27bd60-8957-4161-9284-26b4c873d173.wav,1,/home/katie/buowset1.1/7a27bd60-8957-4161-9284-26b4c873d173.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.361,8693338.0,4
6069,7d635664-94ab-4411-abab-1fb379f7f2dc.wav,1,/home/katie/buowset1.1/7d635664-94ab-4411-abab-1fb379f7f2dc.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,3.241,16281479.0,4
6070,67fd9f63-ece4-4bc9-870b-629d8e0e00eb.wav,1,/home/katie/buowset1.1/67fd9f63-ece4-4bc9-870b-629d8e0e00eb.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,2.082,1899224.0,4
6071,8e1700a6-e1b2-4ce4-96a5-7165762e7ff1.wav,1,/home/katie/buowset1.1/8e1700a6-e1b2-4ce4-96a5-7165762e7ff1.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.228,10143002.0,4
6072,eecf9b65-e2ad-4111-82ea-eb691f8df672.wav,1,/home/katie/buowset1.1/eecf9b65-e2ad-4111-82ea-eb691f8df672.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,2.98,9700551.0,4
6073,92005bdb-7bba-43ed-ae8a-fc34eba23e78.wav,1,/home/katie/buowset1.1/92005bdb-7bba-43ed-ae8a-fc34eba23e78.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,2.098,7701823.0,4
6074,4823e915-d368-447f-a839-dc6ef5409ec8.wav,2,/home/katie/buowset1.1/4823e915-d368-447f-a839-dc6ef5409ec8.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.483,16145166.0,4
6075,f7a246c6-1452-40cf-800f-054d772d9dc9.wav,2,/home/katie/buowset1.1/f7a246c6-1452-40cf-800f-054d772d9dc9.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2018/Otay/Lonestar/EarlyBreeding/LS128/SM10/20180225_051404.wav,0.228,16151445.0,4
